person_id;image_id;caption
user_21;user_210.jpg;Who woulda thought putting on deodorant could be so fun! 😜🌈Haha. Oh how I love you Nalu! In the past I have shared this deliciously smelling natural and simple ingredient deodorant that ACTUALLY works and you guys were super stoked on it so wanted to share it again as I know how hard it is to find a good natural one! @eachandeverycompany is by far the best we’ve ever come across (Shem loves it too) And you can feel confident about the ingredients knowing each one is hand-selected based on its @environmentalworkinggroup(EWG) safety profile and ability to deliver odor protection. If you want to see for yourself enjoy 30% off your first purchase by using discount code: EARTHYANDY for you to stock up on! Have a beautiful day!! #eachandeverypartner
user_21;user_211.jpg;5 INGREDIENT FLOURLESS PROTEIN VEGAN FuDGE BROWNIE COOKIES! 🤩🍯🍪🍯🤩 Im shook these turned out!! You guys I learned what I think is the best egg replacer Ive ever tried..... carbonated water! 🍾 Have you tried this?? 1 egg equals 1/4 cup carbonated water. Its wild how well it works!  And if you want to try this experiment of a recipe its loaded with protein, fiber vitamins and minerals! Im going to keep experimenting with it! RECIPE Half cup soft seeded medjool dates 1 cup peanut butter 1 cup chocolate chips 1/2 tsp baking powder Mix together then add and mix in 1/2 cup carbonated water (=2 eggs) 1/2 tsp vanilla (optional) Once mixed, plop spoonfuls onto a lined pan and bake at 350 degrees for 15 min! And so many of your guessed the three main ingredients!! So out of that bunch- congrats @alanaquinnn xoxoox send me in a dm your address for a suprised gift in the mail!!
user_21;user_212.jpg;Happy Fathers Day to all the wonderful dads of the world!! 🌈☀️❤️ Ill never forget the moment we found out we were pregnant with our first baby, we were in college, basically babies ourself, newly married at the doctors office, shem was barefoot and sandy eating french fries when the doctor came in and announced we were pregnant! His jaw dropped to the ground and tears started silently rolling down my cheeks. We were in shock! As soon as we walked out the door, Shem grabbed me, pulled me close and wrapped his arms around me and said, welp, looks like we are going to be a mom and dad and laughed! In that moment I went from being so scared to so excited and full of love and in that moment I fell more in love with this man than ever before. He accepted parenthood way before we thought we were ready with open arms and with all his heart and has been that day every since! He loves our kids so much, he helps them, he invests all time in them and enjoys them in every stage of life, diapers, sleepless nights and all! Its been such a joy to watch him go from single surfer boy to a father of three! Shem you should be so very proud of the man you have become! Full of love, forever giving and just the best friend to me and our kids we could ever possible ask for! 🥰❤️🥰❤️ #happyfathersday
user_21;user_213.jpg;🍪5 INGREDIENT Gluten Free Vegan Cookies🍪!! Can you guess the three main ingredients?! Ill send one of you a gift from Hawaii if ya get it right!! 🍪🤩😜 I think Ive eaten more cookies during these quarantine months than in my entire life. Haha. Its definitely been a yo yo balance of keeping immune system strong with a dose of daily indulgence! 🍪🤤 #vegan #glutenfree #cookie #recipes
user_21;user_214.jpg;Todays Breakfast! 🍯A warm bowl of oatmeal with a peanut butter maple drizzle! What is one of your favorite way to dress up a classic bowl of warm oats!? Share your home faves in the comments! I like to sprinkle some hemp hearts for extra protein and omegas, and dried mulberries for a little chew with some berries and peanut butter maple drizzle with a little flakey salt to top it off! I love just as much a plain bowl with a little coconut butter and salt! Cant wait to hear how you do it! If you want to make a maple drizzle just mix one part maple to 1 part nut butter! Hope you have a good day! Its a rainy one over here! #plantbased #breakfast #vegan
user_21;user_215.jpg;"Just trying to be groms with the groms!😂🌈 Lets play a game! First tell us where your from in the world,🌍 then share something you love to do in the summer and maybe your favorite summer time food! THEN pick someones comment to say hi to and tell them you’re going to try their summer time favorites this week!! Maybe even exchange a recipe! I cannot wait to read more about you and take a trip down memories lane with you!! Many of us cant travel so maybe this will make us feel like we are! ;) PS this was Nalus first time rock jumping so had to document! Was so much fun!!"
user_21;user_216.jpg;"Have you ever wondered how many first kisses are a result of a first sunscreen rub?!?💋💋Or in this case result in 14 years of marriage and three kids! 🤭🥰😂I’m sharing my favorite clean, vegan, affordable skincare line @bioclarity’s new face and body 100% mineral, reef-safe, SPF 30 sunscreens, SunFilter and SunShady today. You know my family is out in the sun all the time and these sunscreens go above and beyond. I get to offer you an extra 15% off their entire line of skincare (just use code EARTHY at checkout ;) I’m such a fan of this affordable clean brand! If you want you to see my everyday faves, check out my stories! And out of curiosity... are you one of those people whose first sunscreen rub turned into a first kiss?? Tell us your story! 😍 #bioclarity #allgreensnogunk #bioclaritypartner #love #lovestory"
user_21;user_217.jpg;Couples Workout Challenge! 🌈🤸🏽‍♀️Tag your buddy!! By the time you learn it, do it, and repeat it 10 times over I promise your heart will be pumping and face smiling! Lets start monday off with some blood pumping! Sharing my favorite @fabletics set today! If you want any 2 bottoms for $24 dollars go get it with your VIP membership! Lots of love! #fableticsambassador
user_21;user_218.jpg;If you see someone without a smile, give them yours!✌🏽❤️ question for you! what do you want from me this upcoming week(s) Comfort recipes , immune boosting recipes, desserts, snacks, elixirs, meals, one pots, budget recipes? anything else at all?! Im all ears, and would love insight on what you’d like! let me know in the comments!!☀️There is so much going on in the world, and with stress and sickness peaking dont forget to take care of you so you can keep doing and supporting and live your life! 💪🏼 perhaps we should have an immune boosting week? Or a soul boosting week? Or both? 😋 Stay healthy and strong my friends! Thank you for the sweet pictures of my two eldest bff boys @petrinatinslay xoxo
user_21;user_219.jpg;Just in case ya needed some squishy cuteness in your feed today!🥥🐒🥰Don’t ya just love chubby little hands and marshmallow cheeks!! Sometimes with all the unknowns of the world its nice to zone out and focus on the little joys of life. Squeeze your loved ones!! Nalu I love you so very much, thank you for being my light☀️! xo
