person_id;image_id;caption
user_12;user_120.jpg;be gentle with your heart. you’re waking back up to your eternal soul. the heaviness you have felt is leaving you now and everything you could ever need or desire is making its way to you. the waves have been rocky, so just continue to ride them. they will stabilize soon and you will float. commit to living in the flow and you will become more of you, the you that you have always been, this soul wrapped in skin. you are waking up, you feel it, you taste it, so stay here, dear one. this is where it all begins. 🤍 - a message from my soul to you, channeled this morning. have you listened to today’s solo episode yet? it’s a special one, going deep on awakening, 5D, and beyond. would love your thoughts! 💫 #soulonfire
user_12;user_121.jpg;today on @tbbpodcast i go deep on my spiritual awakening journey, answering all of your burning questions! ✨ we talk about channeling, aliens, signs from the universe, shadow work, 5D consciousness, plant medicine. manifestation, waking up to my psychic abilities and how you can wake up too. this is a journey we are all on together and i feel so freakin lucky every day to have you guys to share this wild ride with. leave me a 🦄 below if you’ve listened, and a 💜 if you plan to!! #soulonfire #tbbmademedoit
user_12;user_122.jpg;cozy, slow coffee mornings ☕️ reading, journaling, and cuddling with my squeaky boy are honestly what i am living for right now. questions i am asking myself this season: 🤍 what parts of quarantine did i love that i can continue to cultivate in my daily life? 🤍 how can i be kinder to myself? 🤍 what new habit would i like to develop during cancer season, and what steps will i take to do that? 🤍 what does living in alignment really look like for me? 🤍 what does it look like to prioritize my spiritual practice + my creativity daily? 🤍 how am i speaking up for my truth + not letting things fester? 🤍 what can i continue to release and let go of? 🤍 how can i feel good in my body every day? 🤍 MANTRA: life flows through me with ease. i speak up from the depths of my soul. i prioritize my creativity. 🤍 what are some of yours? here for you. love you guys. xx #tbbmademedoit #soulonfire
user_12;user_123.jpg;happiest father’s day to my heart and soul, my daddio. 🤍 daddy, there is no one on the planet quite like you. for all of your stubborn, impatient, strong headed qualities you are equally generous and kind with the most sensitive heart. kinda like someone else i know 😉 every year i grow older i only realize more and more how similar we are- many would say the same person. i wouldn’t trade that for the world even if we’re both, you know, difficult at times. you are the REFLECTOR to my reflector, and that’s a gem i will carry in my heart for all of time. you are also one of my very best friends, biggest advocates, and the one who has taught me to always chase what i believe in. you believed in TBB before i even did, and how lucky i am for that gift. this day with you will forever be one of my most cherished memories- dancing to “stand by me” which has been our favorite song for as long as i can remember. forever your little girl, jojo 🌸 #tbbmademedoit #byronneedsaninsta #soulonfire
user_12;user_124.jpg;ASK TBB ANYTHING! 👇🏻✨ did you know i have a weekly newsletter? it’s full of juicy content you won’t find anywhere else. there is a Q & A, community features, exclusive recipes, spiritual deep dives, and more. leave your questions below and i will save them all to include! the more the better! signup for the newsletter, out mondays, at link in bio. 🤍 p.s. this was my first time putting on jeans in about 4 months and DAMN- it felt good. #tbbmademedoit #soulonfire
user_12;user_125.jpg;"today is my 7 year blogging anniversary!!! 🎉✨ i started my blog on an airport floor in 2013 on a whim (after i missed my plane and had hours to kill 🤣) to share healthy recipes and lifestyle tips purely for fun. and i kid you not, after my plane landed in laLA and i had 80 people following- i was hooked. it immediately felt like my calling. this was before there was a blogging industry or even any $ to be had in blogs. it was purely for the heart and passion and connecting with other people in the world who loved what i loved and sincerely got as thrilled about kale, yoga, juicing, and spilling my heart onto the page as i did. fast forward 7 years and MANY iterations of my brand along the way, here we are. i wouldn’t trade this job for the world; which still to this day feels hardly like work at all. head to my BLOG today, linked in bio, to read all about my journey, who inspired me to do it full time, how i’ve done shit differently than others since day one, + 7 things i’ve learned in 7 years!!!! also how i’ve been blogging in a way since 4th grade, via AIM, then MySpace, then my college blogs, and now we here baby 🙌🏻🙌🏻 plz share below how you found me and when!!!!! you guys make this possible. thank you. i love you. TBB tribe is my whole heart and i promise to keep doing this til... forever!!!! as long as you promise to be here! #tbbmademedoit #soulonfire #7years"
user_12;user_126.jpg;the bright blonde is back ✌🏼 and it feels GOOD! i notoriously spend very little time on my outer appearance.. i don’t wear makeup, get my nails done like once a year, go so long between hair highlights and trims that my family starts begging me to make an appointment 🤣 (byron’s exact words were “didn’t you used to be blonde?” 😤) and yet every time i do, i’m reminded that these simple acts of self care feel so refreshing. FYI i am so obsessed on the other hand with facials, massages, etc so that’s where i spend my time usually. if you needed to hear this today, carve out that time for you. it’s worth it. hair by the BEST @kelcey901- who fun fact i’ve known all my life. 🤍🧚🏻 whats your FAVE FORM OF SELF CARE?! #tbbmademedoit #901girl #soulonfire
user_12;user_127.jpg;What an absolute honor to have @iamrachelricketts on @tbbpodcast today discussing all things racial justice, spiritual activism, healing collectively, Black Lives Matter, her work as a death doula, and so much more. We also talk about Human Design, astrology, and channeling because... DUH. Rachel has incredible channeling tips & I loved hearing her process! 🤍 A few weeks ago I took Rachel’s two courses on spiritual activism and let’s just say my MIND. WAS. BLOWN. As we mention in the episode this deep inner work is not *fun* but damn is it important, and ultimately so very enlightening to WAKE UP, become a better version of ourselves, and become better allies. I love her SPIRITUAL APPROACH and we also get into stories about her life, her mother, and so much more. Drop us a 💕 below if you’ve listened and a ✨ if you plan to - I wanna hear your thoughts!!! #tbbmademedoit #soulonfire #BLM #spiritualawakening
user_12;user_128.jpg;how’s everyone doin? 🤍 i don’t even know where to begin. i’ll try to keep it short and sweet. in the midst of this collective awakening, my own spiritual gifts have intensified and my angels have spoken loud and clear. NO MORE NOT LISTENING!! is basically what they’re saying to me 🤣 as usual with a deeper awakening, it’s been both exciting and a lot to handle all at once. i am shedding old layers and really purging a lot which can be very dark. i thank the universe every day for the sweetest husband who handles my ups and downs on this journey with immense support and love (and lets be real a little bit of “wtf is going on??” vibes- lol!!). all of this to say, you can expect that things will be shifting around here a bit. i’m still figuring out what that looks like. but it’s time, and there’s no more ignoring it. 👽✨👁🌱🧚🏻 deeper healing and awakening is happening. are u here for it?! more on this to come... #soulonfire
user_12;user_129.jpg;my everyday go to meal right now for the IBS flare i’m in, and it sounds like many of you agree 🙋🏼‍♀️ gluten-free, grain-free, vegan avocado toast! topped with paprika and a bit of hot sauce because i was feelin’ wild. this was after a large lemon water (delivered in bed by my hubs), probiotic, and a cold brew coffee, eaten slowly on the couch while i read ‘the daily stoic’ and journaled my heart out, with J & Huddy by my side- TO GET SPECIFIC! also i have been waking up at the same time every morning lately (on the early side for me) to cultivate more routine in my life and that has felt amazing. mornings are my haven, my safe space, my favorite. what’s your specific morning routine? tell meeee!! 🌿☕️🤍🍋 #tbbmademedoit #morningroutine #plantbased
user_12;user_1210.jpg;where are my fellow IBS warriors at?! ✨ today’s blog post is full of tips for bloating, stomach issues, pain, and stress during this wild time we are all living in. i share my current mantra, the louise hay affirmation for stomach and intestinal problems: “i digest life with ease.” in the post you will also find my go-to meals and tips for stomach flares, and beyond that — how to find spiritual fullness rather than reaching for food to cope / emotional eat during this time 🙏🏻 can’t wait to hear your thoughts!! this post feels like going back to my ROOTS, the reason why i started blogging all those years ago- finding my balance with stomach issues. leave me a 💜 if you’ve read the post or plan to!! happy weekend my loves! #tbbmademedoit #soulonfire #ontheblog #ibsawareness
user_12;user_1211.jpg;it’s the end of a long week, and that means it’s time for some healthy vegan PEANUT BUTTER CUPS!! salt-oil-sugar-free, gluten-free, plant based, and only two ✌🏼 ingredients! also a quick reminder that however you feel right now is totally and completely okay. do something for you this weekend- bake your favorite treat, take a long bath, tap back into your spiritual practice perhaps. do it because you deserve it and the world needs your light 💡 and make these bc they’re SO GOOD and too easy not to!!! the recipe is- melt sugar-free, vegan chocolate (my fave brands are tagged in the photo) and drizzle it into the bottom of muffin tin liners. freeze for 5 min, then add your PB layer (you can also do powdered peanut butter mixed with water & a dash of maple syrup if you want a lower fat option, which i did here), freeze for 10 min, then take them out and top with more melted chocolate!! freeze again for 5, then keep in the fridge for the best consistency!! ENJOY!! tag someone you’ll make these with this weekend 🤍🍫 #tbbmademedoit #soulonfire #vegansofig
user_12;user_1212.jpg;dear jordan from two years ago today,  wow. there are hardly words to describe the depths you will go over the next two years. many days it will feel like you’re swimming in a sea of endless pain and sickness, both physical and emotional, but in the process you will reach into the deepest ethers of your soul. there you will find that you can dig even deeper, into realms previously unknown. you will awaken in this process. some days the pain will outweigh everything and you’ll be unsure if living continues to feel possible. other days you will be reminded of the eternal nature of joy, of the magic that is this earthly plane and how lucky you are to be here. you will be surrounded by people who will hold you in your darkest days, while others will fall away and that’s okay. the soul family you will meet on this journey will blow your mind and you will never again feel alone. you will get married (!!) and even though you’ll be terrified to feel sick on that day, it will be your healthiest day in years. maybe even in this lifetime. soak in every moment. it will be perfect. you will open up psychically, channel 👽 and all sorts of 👼🏼, embark on many plant 🌱 medicine journeys 🍄, and return to veganism for healing. you will get (much) sicker before you get better, but ultimately you will start to heal. for that, it will all be worth it. stay the course, be open, be resilient. healing is possible.  love, your future self | 6.11.20
user_12;user_1213.jpg;hi hello how how are you feeling today? let this be your daily reminder to be kind to yourself right now and always. it’s ALWAYS okay to put you first because only then can show the f up for others! anxiety is running at an all time high right now and it’s interesting to see how that may manifest in your own life. for me, it manifests as physical pain and raging insomnia. my stomach has been a mess and all of my gastrointestinal issues are flaring up, so i am working on being easier on myself and eating SIMPLE, plant based (always) meals that feel comforting and nourishing to my body. our minds, bodies, illnesses, dis-ease symptoms, and beyond are all so interconnected... that is the main message i am getting from Spirit right now. also to really slow down and really speak and exist mindfully. i am working on a blog post for my fellow IBS + chronic illness warriors for this time specifically so plz leave any questions below!! 💚 P.S. i will be donating all proceeds from my ebooks + courses this week to colorofchange.org to help fight racial injustice in our 🌍 so if you’ve been thinking of purchasing, now is a good time! #tbbmademedoit #soulonfire #plantbased
user_12;user_1214.jpg;good morning from my messy hair & yes, COFFEE ☕️!! this is a monday morning unlike any other. our world is shifting, important conversations are taking place and being HEARD, and we are in the midst of a true revolution. i will never pretend to have all the answers or any at all, but i do promise to do the work and continue to strive every single day to make my platform a deeply inclusive and fiercely loving space for ALL. this work will be a marathon, not a sprint. in my own life i’m having the conversations, educating myself, and staying tuned IN to the voices of the wonderful black creators, authors, and educators i’ve discovered throughout the last few weeks and beyond. i will be integrating this inner work into my platform in a meaningful way moving forward — for all i’ve learned in the last few weeks has opened my eyes to the truth that there IS no wellness until we are ALL well. 🖤 all of this said, how is your heart today? how can i + all things TBB best support you during this time? don’t forget to take care of you — that’s where it all begins. 🙏🏻
user_12;user_1215.jpg;a small snippet from my letter to my community today ~ the full letter can be found on user_12.com. i was planning on staying silent this week out of respect but felt a deep responsibility to speak up and share what’s been on my heart as i learn and awaken deeper — which i hope may inspire others to do the same. i am doing the shadow work + learning about my whiteness and privilege, and it is NOT a show and tell contest so the post is not about that... it’s about the eternal nature of our souls, the guidance of spirit during this time, and the awakening taking place on our planet. my intentions are all rooted in love and unity. my soul is waking the f up, and i wanted to share- NOT bc this is at all about me, which doesn’t even need to be said. because this soul work is important and we owe it to our fellow humans to do it. 🖤
user_12;user_1216.jpg;muted but not silent 🤍 here to listen, learn, grow, reflect, support, and do the work. thank you @blackandembodied & @jessicawilson.msrd for starting this movement to amplify the voices that need and deserve to be heard. my feed posts will be muted for the next week as well as sponsored content (this should go without saying), but i will be on stories sharing resources from BIPOC starting later this week. i am here to learn and be an ally- and i fully recognize my place right now is to LISTEN, amplify, and support. if you feel called to share specific resources and/or requests i am all ears as always. all love. #hereforjustice
user_12;user_1217.jpg;“we are here to awaken from our illusion of separateness.” - thich nhat hanh. these are words that i live by. not just today, not just now, but every day and always. 🤍 i acknowledge that i will never, ever understand what it’s like to be a person of color in america, but i see you, i hear you, i stand with you. i will be going inward this week and doing deep soul work that my heart, soul, and entire being is calling me to do. in times like these i seek the language of the soul, the one that knows no separateness. anyone’s injustice is everyone’s injustice. this is our planet to heal. #justiceforgeorgefloyd
