person_id;image_id;caption
user_35;user_350.jpg;Last day in cape breton 🌊🦋🌾
user_35;user_351.jpg;Which would you pick?! Today I am partnering with Ryvita to show you some fun ways to lighten up your lunch! So happy to be a part of the #fibrefit squad and share these delicious plant-based topping combo ideas. Here we have: 1. thick spread of hummus, chopped cherry tomatoes, nutritional yeast and dried parsley. The hummus adds protein while the tomatoes keep it tasting fresh. 2. mashed avocado, watermelon “tuna”, chopped green onion, sesame seeds and a sprinkle of chili flakes. 3. sliced strawberries, dairy-free cream cheese and a sprinkle of chocolate chips. These crispbreads are a great way to add some more fibre into your diet. I hope you try these out! And let me know below which of these you would reach for first! Head to the blog post linked in my bio to find out how to make them all!
user_35;user_352.jpg;Summer on the east coast 🦋🌾✨💐🌜👀🍉🌊🐶
user_35;user_353.jpg;Cape Breton is really something else 💐🌾 #novascotia
user_35;user_354.jpg;Summer afternoon dip ✨ heading to Cape Breton this week for a little cottage getaway and I’m SO excited 🤗🦋
user_35;user_355.jpg;Whipped coffee appreciation post 🥰💗 known traditionally as dalgona coffee! Who has made this?! 🙏🏻🌟 #vegan
user_35;user_356.jpg;Feeling like summer these days 🌜🦋💗🥰
user_35;user_357.jpg;You guys know my love for oat everything so you can imagine how excited I was when I saw that @sodelicious_ca has an oat range! 😍 #Ad So creamy and the oatmeal cookie flavour is amazing! It has chunks of chewy oatmeal cookie dough, brown sugar ripples and an oat beverage base. My idea of the perfect dessert! 😝 #SODeliciousCA #SODelicious
user_35;user_358.jpg;Hangin with Hazel💗
user_35;user_359.jpg;Waiting for @bridget.biermann so we can go get tacos 🌮 ps a guy on a bike watched me take this photo and yes I did feel embarrassed 🤷🏻‍♀️ also I took my seatbelt off just for this but put it back on don’t worry 💗💗
user_35;user_3510.jpg;Pretending I just took this boat downtown for dinner 🛥 #halifax
user_35;user_3511.jpg;I am so excited right now because I made a vegan “tuna” poke bowl with WATERMELON 🍉🥰😍! #sponsored Believe it or not watermelon is not JUST a summer fruit, you can enjoy it during non-summer months too and I think this recipe is the perfect way! Watermelon is not only a great texture and colour to substitute for tuna, but marinated in a salty, garlic + ginger marinade, it tastes so great in this bowl! Benefits of using watermelon: it contains vitamin C, it is super hydrating because it is 92% water and there are over 1200 varieties grown around the world! Make sure you check out my blog post for this recipe as well as some fun other ways to use watermelon! 🍉 @watermelonboard
user_35;user_3512.jpg;Oat milk iced latte 💗
user_35;user_3513.jpg;This past week was eye-opening in so many ways, and without making this about me, I did want to let you know some of the things I have changed and am working on changing going forward. 👉🏼Something I became very aware of is the lack of diversity in what I consume online. Who I follow, what I read, watch and learn from needed a SERIOUS overhaul because it was severely lacking diversity. It’s one of those things that you can’t un-see and I know going forward diversity and inclusion will be at the forefront of my mind in all of these categories, as well as companies I choose to work with in the future. 💕I think everyone, companies and individuals included, are going through a learning and UN-learning period right now so being kind and empathetic can go a long way. Demanding change is important but allowing a bit of time for change to happen is important too. I know that for many people this was (embarrassingly) a huge wake up call and I can feel the shift in awareness already. I’m so hopeful for a future where Black people aren’t afraid to exist in this world, feel like they have just as much of a place as anyone else and feel safe to be themselves. I’ve been thinking of ways to keep the momentum going in your own life beyond just what you’re consuming and a few things that come to mind are: decide you want donations to an organization you believe in for your next birthday instead of gifts. Or plan initiatives in your own city to give back to, and lift up POC and BIPOC-owned businesses (and share online in case you can inspire others to do the same!)💗 The fight isn’t over and the conversation definitely isn’t over. Giving you all a big virtual hug!!
user_35;user_3514.jpg;Popping in to let you know that the business bundle deal is only available for 2 more days and after that every course goes back to regular price (most between $150-$350 each)!!! Some of you have asked if I really think it’s worth it, and my honest answer is YES. 🥰 I bought it myself, and I can whole-heartedly say it really is too good to pass up. If you have EVER contemplated starting a business or if you have a dream of working for yourself, doing what you love and living a life you’re passionate about, these courses will help you do that. The best part is, you have it for life, so even if you aren’t ready NOW but may be in a year or two or three, you’ll still have them. The worst thing would be to miss out now, realize in the future that one of the courses would have been helpful, and then have to pay full price for it, knowing you could have had all 75 for that same price or less😅. If I had the opportunity to get this bundle back when I decided I wanted to work for myself and do my own thing, it would have helped soooo much. 🥺💗 getting all 75 courses for $100usd is the deal of a lifetime so I really hope no one misses out who could benefit! 🤗 ps if you have any questions about the bundle, send me a DM I’ll be happy to answer!
user_35;user_3515.jpg;You may have seen my last post about the business bundle 🥰👌🏼👏🏻 But I wanted to also tell you that this bundle isn’t just for people who have their own business! Here are some of my favourite courses that could be helpful for ANYONE with hobbies, side-hustles or even working an office job! 👉🏼 Beginners DSLR photography 👉🏼 Stand Out and Nail Your Interview 👉🏼 The Debt Course 👉🏼 Set Up Shop on Etsy  Of course if you have a business this bundle has dozens of courses that will truly help you plan, grow, attract new and better clients, make more sales and get a better understanding of how to use the online world to your advantage. Link is in my bio to see the full list of courses and what you’ll learn in each! 🥰If you have any questions about the bundle, drop them below. #businesswoman #onlinecourse
