person_id;image_id;caption
user_25;user_250.jpg;Trust me when I say this Vegan Spinach & Artichoke Casserole is *worth* turning on your oven for 👏🏼👏🏽👏🏾 It’s made from pantry-friendly ingredients AND it’s dump-and-bake, meaning less dishes and kitchen time for you 😘 ⁣ ⁣ Tap the link in my bio or head over to https://user_25.com/vegan-spinach-artichoke-casserole/ to get the full recipe! #dumpandbake #bestofvegan
user_25;user_251.jpg;Vegan Taco Pasta Salad, pre-mixing 😍🌮✨ This is SO satisfying to the type-A organizer in me...except for that one dang corn kernel 🥴 hahaha ⁣ ⁣ Have you tried this quick & easy Tex-Mex inspired recipe yet? Tap the link in my bio or head over to https://user_25.com/vegan-taco-pasta-salad/ to get the details! 😋 #pastasalad #vegan
user_25;user_252.jpg;I’ve been OBSESSED with this Chocolate Cherry Smoothie 🍒🍫✨ and it’s now up on the blog, so you can make it too! The base recipe is made from only 4️⃣ wholesome ingredients, plus 1 sneaky ingredient that helps that cherry flavor POP 💥 ⁣ ⁣ Want to know what it is? Tap the link in my bio or head over to https://user_25.com/chocolate-cherry-almond-smoothie to get the full recipe! ♥️ #smoothie #feedfeed #chocolate
user_25;user_253.jpg;These Roast Plaintains with Cumin Lime dressing by @yewande_komolafe were 🔥 I’ve honestly been in a little bit of a funk when it comes to kitchen work, so I’ve been enjoying making recipes from others instead! Also I’ve been CRAVING plaintains...so these hit the spot 😋 Full recipe is on the @taste website, I used maple syrup instead of honey to keep it vegan. Now I need to know 👉🏼 what’s YOUR favorite way to prepare plantains?
user_25;user_254.jpg;⁣RESTAURANT STYLE GUACAMOLE 🤩🥑💯 This creamy veggie & flavor-packed dip sure is a crowd pleaser...but most of the time I just make a giant bowl for Dylan and myself 😏⁣ ⁣ Are you team creamy or team extra chunky? I’m somewhere in the middle, but the good thing with this recipe is that it’s totally up to you! Mash more for a smooth spread, or less for a scoopable texture-packed dip 🎉 ⁣ ⁣ ☝🏼 Fun Food Fact: Guacamole was originally created by the Aztecs and made only from mashed avocados. It has since become a staple in Mexican cuisine, where is is typically mashed in a mortar & pestle with varying add-ins. ⁣ ⁣ Tap the link in my bio or head over to https://user_25.com/the-best-guacamole/ to get the full recipe, as well as all my customization tips! 🍴#FromMyBowl
user_25;user_255.jpg;#sponsored NEW -- Black Pepper Tofu Stir Fry ✨Crispy @Nasoya tofu and stir-fried veggies get coated in a saucy, spicy, and so-dang-delicious black pepper sauce that’ll have you coming back for more (and more, and more…) 😍🍚💯 ⁣ ⁣ We’ve been craving takeout but haven’t felt like *going* out, so this recipe was the perfect solution for us! This Chinese takeout-inspired recipe is hearty, filling, packed with plant-based protein, and surprisingly full of veggies. I always try to buy the best-tasting, high-quality tofu I can get my hands on, which is why I stick with #Nasoya! 🌱⁣ ⁣ Tap the link in my bio or head over to https://user_25.com/vegan-black-pepper-tofu/ to get the full recipe! Or, head over to my stories for a quick walk-through #FromMyBowl #AmericasFavoriteTofu
user_25;user_256.jpg;It’s berry season, so naturally I’m crushing on ALL the berry desserts 😍 including this easy No-Bake Chocolate Raspberry Tart! It’s made from only 8 wholesome ingredients and tastes SOOO fudgy and rich 👌🏼👌🏽👌🏾 ⁣ ⁣ I’d love to hear YOUR favorite spring/summer berry dessert in the comments below! You can also tap the link in my bio or head over to https://FromMyBowl.com/chocolate-raspberry-tart to get this recipe 😘 #FromMyBowl #nobake #vegan
user_25;user_257.jpg;NEW — Vegan Taco Pasta Salad 🌮👏🏼✨ It’s flavor and veggie-packed, easy to make, and perfect for meal prep, a quick dinner, and/or your next (socially distanced?) celebration 🥳 ⁣ ⁣ Tap the link in my bio or head over to https://user_25.com/vegan-taco-pasta-salad/ to get the recipe! 🌱#FromMyBowl #pastasalad #texmex
user_25;user_258.jpg;In case you forgot, Vegan Strawberry Upside-Down Cake (1) exists, (2) is delicious, and (3) is easier to make than you think! 🍓🍰✨ ⁣ ⁣ Make good use of your berries and tap the link in my bio to get the recipe 😘 Or just head over to https://user_25.com/vegan-strawberry-upside-down-cake/ #FromMyBowl #feedfeedvegan #glutenfree
user_25;user_259.jpg;This Zucchini Noodle Salad with Easy Peanut Sauce is my IDEAL way to pack in those veggies - it's colorful, creamy, crunchy, and surprisingly packed with protein 😉🌱✨⁣⁣ ⁣⁣ Tap the link in my bio or head over to https://user_25.com/zucchini-noodle-salad-peanut-sauce/ to get the full recipe! #FromMyBowl #vegan #wfpb
user_25;user_2510.jpg;NEW: One Bowl PB Energy Bites! 🥜⚡️ Made from only 4 pantry-friendly ingredients and NO food processor required 🙌🏼🙌🏽🙌🏾 I don’t even want to tell you how many times I’ve already made these...they go FAST 💨🤤 ⁣ ⁣ I also included 5 different flavor add-ins you can do if you’re looking to switch things up, so you’re *basically* set for life. ⁣ ⁣ Tap the link in my bio or head over to https://user_25.com/peanut-butter-energy-bites/ to get this creamy, melt-in-your-mouth GOOD GOOD ♥️ #FromMyBowl
