person_id;image_id;caption
user_23;user_230.jpg;Super lazy and quick vegan fried rice! Only 6 ingredients 😊⁣⠀ ⁣⠀ All you need... ⁣⠀ ✅ leftover brown rice⁣⠀ ✅ smoked tofu⁣⠀ ✅ edamame⁣⠀ ✅ soy sauce ⁣⠀ ✅ sesame oil⁣⠀ ✅ garlic powder⁣⠀ ⁣⠀ SO simple and so good!! ♥️⁣⠀ ⁣⠀ #user_23 #vegan #vegansofig #veganism #veganeats #veganfoodie #foodie #veganfoodporn #foodporn #whatveganseat #plantbased #plantstrong #vegandiet #vegansofinstagram #bestofvegan #veganfoodshare #foodgasm #foodshare #gamechangers #healthy #feedfeed #lazyrecipe #lazyveganrecipe #easyrecipe
user_23;user_231.jpg;Life is too short to eat boring food 😝 @beyondmeat burger with @fieldroast Chao DF Cheese, Hellmans vegan mayo, ketchup, mustard, avocado, tomato, lettuce 😍 and a side of Buffalo Soy Curls 😀 this was a few days ago, will be having another feast today for Fathers Day ♥️ hope you're having a wonderful day! If you're not, hope tomorrow's a better day 😘 . . . #user_23 #vegan #vegansofig #veganism #veganeats #veganfoodie #foodie #veganfoodporn #foodporn #whatveganseat #plantbased #plantstrong #vegandiet #vegansofinstagram #bestofvegan #veganfoodshare #foodgasm #foodshare #feedfeed #beyond #beyondburger #feast #veganfeast
user_23;user_232.jpg;Vegan pizza with vegan cheese, delivered ❤️ things have come a long way, friends, can't wait to see what the next few years will offer for the vegan movement. The fact that this even exists means there has been a shift. Don't get me wrong, LONG WAY TO GO STILL. But we've also come a long way since the days I tried vegan soy yogurt for the first time in 2011 and almost barfed. And also the time I threw away vegan mayo cause it was gross. Now I can have delicious, non-gross, meat eater approved vegan pizzas delivered to my door (this is good in some ways, bad in some other ways) 😁 . . . #user_23 #vegan #vegansofig #veganism #veganeats #veganfoodie #foodie #veganfoodporn #foodporn #whatveganseat #plantbased #plantstrong #vegandiet #vegansofinstagram #bestofvegan #veganfoodshare #foodgasm #foodshare #feedfeed #pizza #veganpizza #panago
user_23;user_233.jpg;Vegan Spam / Homemade Smoked Tofu RECIPE!!! 😝 I use a lot of store bought smoked tofu and I know that for many of you, it's hard to find! Here's a potential alternative - it's definitely different than the storebought smoked tofu, but it gets the job done and its DELISH! 😍 It also doubles as a vegan spam alternative (healthier than spam too) ❤️ recipe is available now on my YouTube channel! 😁⠀ .⠀ .⠀ .⠀ #user_23 #vegan #vegansofig #veganism #veganeats #veganfoodie #foodie #veganfoodporn #foodporn #whatveganseat #plantbased #plantstrong #vegandiet #vegansofinstagram #bestofvegan #veganfoodshare #foodgasm #foodshare #gamechangers #healthy #feedfeed #comfortfood #spam #veganspam #smokedtofu #tofu #recipe #tofurecipes
user_23;user_234.jpg;Mini Walnut Pancakes 😍 recipe in my Everyday Asian Recipes eBook 😊 these are stuffed with sweetened red beans and walnuts 👍 this is a vegan take on a korean street food called HODUGWAJA, which is translated to Walnut Snack 🤤 it's one of the foods from my childhood - little walnut shaped snacks sold in little Korean food stalls in the winter time. I wanted to make my own (veganized it!) without having to buy something to make them into walnut shapes so I came up with the idea of making them into little mini stuffed pancakes 😝 these are so yum, I've made them so many times 😏 check out the recipe, it's in my Everyday Asian Recipes eBook - link in bio ❤️ . . . #user_23 #vegan #vegansofig #veganism #veganeats #veganfoodie #foodie #veganfoodporn #foodporn #whatveganseat #plantbased #plantstrong #vegandiet #vegansofinstagram #bestofvegan #veganfoodshare #foodgasm #foodshare #gamechangers #healthy #feedfeed #koreanfood #korean
user_23;user_235.jpg;Happy Munching Monday ❤️ NEW MUKBANG is live!! Burgers and fries, what's not to love? Check it out on my YouTube channel 😊⠀ .⠀ .⠀ .⠀ #user_23 #vegan #vegansofig #veganism #veganeats #veganfoodie #foodie #veganfoodporn #foodporn #whatveganseat #plantbased #plantstrong #vegandiet #vegansofinstagram #bestofvegan #veganfoodshare #foodgasm #foodshare #mukbang #veganmukbang #eatingshow
user_23;user_236.jpg;NEW easy macaroni salad recipe on my YouTube Channel!! Slightly different than the previous (let's face it, it changes every time I make it Hahaha) - so yummy and simple! ❤️ Check out the recipe on my YouTube 🤤 . . . #user_23 #vegan #vegansofig #veganism #veganeats #veganfoodie #foodie #veganfoodporn #foodporn #whatveganseat #plantbased #plantstrong #vegandiet #vegansofinstagram #bestofvegan #veganfoodshare #foodgasm #foodshare #gamechangers #healthy #feedfeed #comfortfood #macaroni
user_23;user_237.jpg;Need a lazy, comforting dinner? Try this simple 10 ingredient CREAMY Vegan Pasta recipe! I've posted this recipe before but I love it so I'm sharing it again. What I love about it: it's delicious, creamy, easy, quick and accessible (ingredients are easy to find) ❤️⁣⠀ ⁣⠀ There are so many different ways of making a plant-based cream sauce - what's your favourite way? 😀⁣⠀ ⁣⠀ Ingredients for 1 serving:⁣⁣⁣⠀ 1 serving pasta⁣⁣⁣⠀ 1 tsp oil or oil spray for cooking⁣⁣⁣⠀ 1 cup mushroom, chopped⁣⁣⁣⠀ 1/4 small onion, diced ⁣⁣⁣⠀ 1 tbsp garlic, minced⁣⁣⁣⠀ 2/3 cup coconut milk (canned)⁣⁣⁣⠀ around 1/4 veggie stock cube (more if needed)⁣⁣⁣⠀ 1/3 cup chickpeas ⁣⁣⁣⠀ 1/2 tsp garlic powder⁣⁣⁣⠀ 1/2 tsp pepper⁣⁣⁣⠀ 1/2 tsp Thyme (optional) ⁣⁣⁣⠀ ⁣⁣⁣⠀ Instructions:⁣⁣⁣⠀ 1. Cook pasta according to instructions.⁣⁣⁣⠀ 2. Heat oil on a pan or wok on medium high heat and add mushrooms and onion. Cook until mushrooms begin to brown slightly. ⁣⁣⁣⠀ 3. Add in garlic and cook for a couple of minutes until garlic begins to brown. ⁣⁣⁣⠀ 4. Add in the rest of the ingredients and mix well. Bring mixture to a boil and turn down to a medium-low heat to simmer for around 5-10 minutes. ⁣⁣⁣⠀ 5. Give it a taste and add more veggie stock cube if you need or some more salt.⁣⁣⠀ 6. Add cooked pasta into the sauce and mix well. Add in small amounts of the pasta water if you want to thicken the sauce. Serve warm. ⁣⁣⠀ ⁣⁣⁣⠀ ⁣#user_23 #vegan #veganrecipes #veganrecipe #easyveganrecipe #pasta #veganpastarecipe #dinner #cooking #quarantinerecipes #quarantinekitchen #quarantinecooking #cooking #bestofvegan #vegansofig #vegansofinstagram⁣⁣ #recipe #plantbasedrecipe #plantbased #dinner ⠀ ⁣⁣
user_23;user_238.jpg;Is veganism too expensive??? 😯 My short answer is NO 🙂 NEW BUDGET VEGAN MEAL PREP VIDEO is out now on my YouTube Channel 🌟 ⁣⠀ ⁣⠀ I've always been confused by this myth since I was always a cheap f*ck! LOL 😯 when I first went vegan, I had just moved to London, UK, one of the most expensive cities in the world. I was paying an arm and a leg for rent, but thankfully VEGAN GROCERIES ARE CHEAP, MY FRIENDS 😀 let me rephrase that: vegan groceries CAN BE cheap. Remember that vegans are still a small minority - in marketing terms, this is a small NICHE MARKET. Also, vegans are more likely to be in a privileged position (not to be confused with veganism BEING a privilege, but that's a different topic), meaning they are more likely to have money to spend 💰💰💰 this means that food that is marked VEGAN can be priced at a higher price point, as there is less to choose from (which is perhaps why a plate of fancy looking vegetables might cost you $20 at a restaurant) 🙄⁣⠀ ⁣⠀ BUT GOOD NEWS - vegan food doesn't have to be marked VEGAN for it to be vegan. Sticking to a predominantly whole foods plant based diet is the KEY to effortlessly saving money 🤑 rice, beans, lentils, potatoes, sweet potatoes, pasta, etc. are readily available in most places and are affordable ❤️⁣⠀ ⁣⠀ Today's meal prep video, I'm using affordable and budget friendly ingredients - money saving & time saving = its a win win 😁 Go to my YouTube Channel for the video and recipes 😍⁣⠀ ⁣⠀ #user_23 #vegan #vegansofig #veganism #veganeats #veganfoodie #foodie #veganfoodporn #foodporn #whatveganseat #plantbased #plantstrong #vegandiet #vegansofinstagram #bestofvegan #veganfoodshare #foodgasm #foodshare #gamechangers #healthy #feedfeed #quarantinerecipes #mealprep #veganmealprep #veganmeals #foodprep #fitness #veganfitness
user_23;user_239.jpg;Absolutely heartbroken. So many emotions: anger, disbelief, sadness... Please watch @netflix Time: The Kalief Browder Story 💔 I can't believe how much this poor boy went through. It was so so hard to watch, I can't even imagine living through such hell. Even though it's difficult to watch, please watch so that his story is heard. It's absolutely devastating but the least we can do is hear and spread his story. #kaliefbrowder #blm #blacklivesmatter
