person_id;image_id;caption
user_27;user_270.jpg;When was the last time you were fully present? Dedicate even just 10 minutes today, to fully arriving here. Use your breath to guide you home. Get your bare feet on the Earth. Surrender to the sensations of the wind. Anytime your mind wanders, draw it back. Feel into the expansive limitless realm of the present, how all things have the power to be born through and healed here. 🦋 May you experience the nothingness that you are. May you experience the totality of everything you are. May you touch the part of yourself that merges with the divine.
user_27;user_271.jpg;Your angels are waiting for you to call upon them... Enter a state of meditation and ask, “Show me the power of your miracles” be slow, listen, receive. The thoughts in your head aren’t random, often times they are your guides trying to assist you, for every single one of us is a channel for higher consciousness. With all that is going on prioritize stillness like never before. Even the wind has messages for those who listen with their whole body. Let me know what’s coming through for you. xx
user_27;user_272.jpg;An appreciation post for some of my closest friends, thank you for making my life better in every way. I would do absolutely anything to support your growth in all things and literally just want to reflect back all the love you’ve created in me. Here are some old moments on Polaroid [ the only recent photos are with D after we broke months of self isolation to protest together] I’m so humbled to be surrounded by people who nourish me fully 🦋
user_27;user_273.jpg;Healing looks like more than just doing yoga and meditation. Healing looks like silently crying on the bathroom floor at 2am. It looks like cups of tea in every corner of your room. It looks like screaming into the wind. The real work is messy and uncomfortable and even triggering. That’s good, get triggered, get uncomfortable. Welcome everything. This is how we work through our karma. This is how we break the cycle. The system is being cracked open, more people (including myself) are being educated on the systematic oppression that has been playing out for years. To heal as a collective means we all must crack open and take a look at the ways we have been perpetuating racism and feeding into harmful stereotypes. It means paying homage to the struggles behind the hairstyles and trends we borrow from black culture, honoring the black lives taken by police brutality, standing up in the face of discrimination and refusing to support companies who support black oppression. “ I understand that I will never understand. However, I stand.”
user_27;user_274.jpg;The lie is the belief that you have to suffer in silence... Comment some things you’ve learned about mental health. I think it could be really beautiful :,)
user_27;user_275.jpg;Stay home, talk to your plants and play dress up instead.. Pretty much my lifestyle since I was 8 years old listening to Britney Spears with my roller blades on around the house. When I was younger I genuinely thought there was something wrong with me for wanting to be alone all the time. Up until I graduated I would often feel exhausted from socializing. I didn’t like wasting my voice on the mundane or having surface level conversations. I wanted to speak the truth even if it was painful, I wanted to facilitate growth and healing from my exchanges. It wasn’t until I found my tribe that I started to love this about myself and feel liberated in my own silence. We are so quick to demonize our feelings and invalidate ourselves if they’re different from everybody else’s ! As you get older the beautiful thing is that you realize you feel just as alien as everybody else. [ styling ethically made pieces from @lacausaclothing ]
user_27;user_276.jpg;Did you know there’s no such thing as a “bad” meditation? One of my favorite ways to describe meditation is, simply saying “Hello” to yourself. Whatever may come up is valid, and will reveal where the inner work ( aka deconditioning, re-writing, forgiving, healing ) can begin. We’re so used to comparing ourselves and our progress that some people refuse to meditate for fear that they won’t be good enough. All it really takes is a deep breath and curiously watching as the stories unfold. For many people on their journeys, we’re starting fresh everyday. There’s no comparing. Every moment we’re given an opportunity to breathe through the chaos, to use our tools to witness rather than react, and embody our practice. Some days it’s easier than others. Having a consistent meditation practice is only meant to help us return to love as quickly as possible, and make this human stuff a little easier ✨
user_27;user_277.jpg;I remember driving with my friend to get @PlanBOneStep emergency contraception during high school. #Ad I could hear the adrenaline and fear in her voice when she called me telling me the condom she used with her partner broke. We didn’t have a safe place to go to talk about sex, so we really supported each other during times like these. We drove to the closest CVS and found Plan B right off the shelf - no prescription or ID required. Ever since then I’ve tried to be a resource for the women in my life, and I want to make sure you have the information you need. So, what is Plan B? Plan B helps prevent pregnancy before it starts by temporarily delaying ovulation. A lot of people call it the morning after pill, but the fact is, it should be taken within 72 hours of unprotected sex, or if your primary birth control method falls through. But, the sooner you take it the better it works! Sometimes our Plan A doesn’t work out, but it feels good to know there is another option. That said, it shouldn’t be used as a regular form of birth control. Stay safe and keep supporting your friends! Make sure to always read the label. Check out the link in my bio and stories for more information on Plan B.
user_27;user_278.jpg;Sometimes growth is so subtle that you don’t even realize it’s taken place. Until you wake up one morning and smile at the sun shining in, moaning as you stretch your body and tangle your limbs further into your sheets. There’s a moment that feels like fine sand sifting through your fingertips, a deep clarity of the gift you have just arisen to. And the reverence extends to every arc and roadblock along your journey. You remember that waking up in peace is a miracle. You remember how breathing once felt painful, and breakfast felt like giving up. How even now when those feelings return, they never stay. You’ve learned that they speak but you don’t have to listen. Every single day you chose to love, despite it all and now it seems as if love is choosing you... it always has been.
user_27;user_279.jpg;We’re on planet Zenon. You ask me to prom. This is what I wear :
